,precision,recall,f1-score,support
Normal,0.9220272904483431,0.8743068391866913,0.8975332068311195,541.0
Viral,0.9813780260707635,0.9850467289719627,0.9832089552238806,535.0
COVID-19,0.9943396226415094,0.9832089552238806,0.9887429643527205,536.0
Lung_Opacity,0.8944444444444445,0.9507874015748031,0.9217557251908397,508.0
accuracy,0.9481132075471698,0.9481132075471698,0.9481132075471698,0.9481132075471698
macro avg,0.9480473459012652,0.9483374812393345,0.9478102128996402,2120.0
weighted avg,0.9486782186764334,0.9481132075471698,0.9480190534105739,2120.0
