MODULE,SELF_CPU_TOTAL,SELF_CPU_TIME_UOM,CPU_TOTAL,CPU_TOTAL_UOM,SELF_GPU_TOTAL,SELF_GPU_UOM,GPU_TOTAL,GPU_TOTAL_UOM,SELF_CPU MEM,SELF_CPU_MEM_UOM,CPU_MEM,CPU_MEM_UOM,SELF_GPU_MEM,SELF_GPU_MEM_UOM,GPU_MEM,GPU_MEM_UOM,NUMBER_OF_CALLS,NUMBER_OF_PARAMS
conv1,1966.860532999998,ms,7862.445046999988,ms,0.0,ms,0,ms,6648320.0,kb,33241600.0,kb,0.0,kb,0.0,kb,354,11178564
bn1,697.5841310000004,ms,2094.2054139999937,ms,0.0,ms,0,ms,6648320.0,kb,33241954.0,kb,0.0,kb,0.0,kb,354,11178564
relu,349.62778600000007,ms,695.3559809999991,ms,0.0,ms,0,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354,11178564
maxpool,2139.7377610000003,ms,4281.412170999998,ms,0.0,ms,0,ms,4986240.0,kb,14958720.0,kb,0.0,kb,0.0,kb,354,11178564
conv1,1519.218606999999,ms,6071.450606999998,ms,0.0,ms,0,ms,1662080.0,kb,8310400.0,kb,0.0,kb,0.0,kb,354,11178564
bn1,118.51526600000007,ms,356.71785200000005,ms,0.0,ms,0,ms,1662080.0,kb,8310754.0,kb,0.0,kb,0.0,kb,354,11178564
relu,62.057475,ms,117.84290100000003,ms,0.0,ms,0,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,708,11178564
conv2,1485.1133429999934,ms,5936.513650000008,ms,0.0,ms,0,ms,1662080.0,kb,8310400.0,kb,0.0,kb,0.0,kb,354,11178564
bn2,124.19582999999994,ms,373.95927,ms,0.0,ms,0,ms,1662080.0,kb,8310754.0,kb,0.0,kb,0.0,kb,354,11178564
conv1,1500.5332080000007,ms,5997.352497999994,ms,0.0,ms,0,ms,1662080.0,kb,8310400.0,kb,0.0,kb,0.0,kb,354,11178564
bn1,132.0427280000003,ms,397.68639899999897,ms,0.0,ms,0,ms,1662080.0,kb,8310754.0,kb,0.0,kb,0.0,kb,354,11178564
relu,60.379999999999896,ms,114.4752409999999,ms,0.0,ms,0,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,708,11178564
conv2,1529.2390140000045,ms,6112.505606000004,ms,0.0,ms,0,ms,1662080.0,kb,8310400.0,kb,0.0,kb,0.0,kb,354,11178564
bn2,133.9871679999999,ms,403.63623500000085,ms,0.0,ms,0,ms,1662080.0,kb,8310754.0,kb,0.0,kb,0.0,kb,354,11178564
conv1,917.0658210000007,ms,3663.5269749999943,ms,0.0,ms,0,ms,831040.0,kb,4155200.0,kb,0.0,kb,0.0,kb,354,11178564
bn1,72.923612,ms,220.34061199999982,ms,0.0,ms,0,ms,831040.0,kb,4155908.0,kb,0.0,kb,0.0,kb,354,11178564
relu,34.472890000000035,ms,63.016646999999885,ms,0.0,ms,0,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,708,11178564
conv2,1447.257810000003,ms,5784.840715999998,ms,0.0,ms,0,ms,831040.0,kb,4155200.0,kb,0.0,kb,0.0,kb,354,11178564
bn2,55.35170199999996,ms,167.77163600000003,ms,0.0,ms,0,ms,831040.0,kb,4155908.0,kb,0.0,kb,0.0,kb,354,11178564
0,364.88349799999946,ms,1456.4020059999991,ms,0.0,ms,0,ms,831040.0,kb,4155200.0,kb,0.0,kb,0.0,kb,354,11178564
1,58.23563200000013,ms,176.41771700000032,ms,0.0,ms,0,ms,831040.0,kb,4155908.0,kb,0.0,kb,0.0,kb,354,11178564
conv1,1451.862802,ms,5803.7063800000105,ms,0.0,ms,0,ms,831040.0,kb,4155200.0,kb,0.0,kb,0.0,kb,354,11178564
bn1,57.58451900000001,ms,174.38938899999977,ms,0.0,ms,0,ms,831040.0,kb,4155908.0,kb,0.0,kb,0.0,kb,354,11178564
relu,30.744934000000008,ms,55.82931799999996,ms,0.0,ms,0,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,708,11178564
conv2,1461.9249879999986,ms,5844.5711550000005,ms,0.0,ms,0,ms,831040.0,kb,4155200.0,kb,0.0,kb,0.0,kb,354,11178564
bn2,62.76226299999988,ms,189.9235890000003,ms,0.0,ms,0,ms,831040.0,kb,4155908.0,kb,0.0,kb,0.0,kb,354,11178564
conv1,886.4493500000011,ms,3542.1150029999967,ms,0.0,ms,0,ms,415520.0,kb,2077600.0,kb,0.0,kb,0.0,kb,354,11178564
