MODULE,SELF_CPU_TOTAL,SELF_CPU_TIME_UOM,CPU_TOTAL,CPU_TOTAL_UOM,SELF_GPU_TOTAL,SELF_GPU_UOM,GPU_TOTAL,GPU_TOTAL_UOM,SELF_CPU MEM,SELF_CPU_MEM_UOM,CPU_MEM,CPU_MEM_UOM,SELF_GPU_MEM,SELF_GPU_MEM_UOM,GPU_MEM,GPU_MEM_UOM,NUMBER_OF_CALLS
relu2,8.015075000000005,ms,11.206876999999995,ms,8.732288032531738,ms,14.06163207435608,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.408355000000014,ms,77.56969100000018,ms,56.86841574192047,ms,218.4384639902115,ms,0.0,kb,0.0,kb,207760.0,kb,972817.0,kb,354
norm1,16.02758299999998,ms,48.23608400000003,ms,29.124352081298827,ms,83.05657655906677,ms,0.0,kb,0.0,kb,1911460.5,kb,9557302.5,kb,354
relu1,7.922424000000007,ms,11.143467999999999,ms,16.24057604122162,ms,29.207871976852417,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,20.865133999999976,ms,75.31095399999997,ms,63.89744024276733,ms,246.56476821041107,ms,0.0,kb,0.0,kb,931903.5,kb,3729379.0,kb,354
norm2,16.224497000000017,ms,48.576621999999944,ms,20.345120294570922,ms,56.63433663749695,ms,0.0,kb,0.0,kb,923939.0,kb,4619695.0,kb,354
relu2,7.863266000000013,ms,11.052871000000023,ms,8.593279960632325,ms,13.90076798915863,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.30859000000003,ms,77.0339690000001,ms,56.78063993263245,ms,217.9855041475296,ms,0.0,kb,0.0,kb,207760.0,kb,972817.0,kb,354
norm1,16.184138999999984,ms,48.833130000000146,ms,31.045535552978517,ms,88.84601559066772,ms,0.0,kb,0.0,kb,2157444.0,kb,10787220.0,kb,354
relu1,7.938703000000005,ms,11.144961999999987,ms,17.325632098197936,ms,31.35337612915039,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,20.831592000000043,ms,75.16446199999997,ms,68.28153585243226,ms,264.0630389404297,ms,0.0,kb,0.0,kb,964336.0,kb,3859109.0,kb,354
norm2,16.111940000000015,ms,48.16921499999997,ms,20.46457631111145,ms,56.97600043487549,ms,0.0,kb,0.0,kb,965846.0,kb,4829230.0,kb,354
relu2,7.831106999999995,ms,10.993781999999992,ms,8.564095957756042,ms,13.863776013374329,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.39949699999997,ms,77.30688500000011,ms,56.82838375282287,ms,218.22627202033996,ms,0.0,kb,0.0,kb,207760.0,kb,972817.0,kb,354
norm1,16.145353999999987,ms,48.70501100000018,ms,32.607776036262514,ms,93.50204774570464,ms,0.0,kb,0.0,kb,2378969.0,kb,11894845.0,kb,354
relu1,7.883566000000004,ms,11.068355999999989,ms,18.423264101028444,ms,33.553248125076294,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,20.969111000000023,ms,75.65678399999999,ms,72.66252770137787,ms,281.59955190181734,ms,0.0,kb,0.0,kb,968020.0,kb,3873845.0,kb,354
norm2,16.075844000000007,ms,48.14296100000005,ms,20.53120008087158,ms,57.18121632385254,ms,0.0,kb,0.0,kb,967730.0,kb,4838650.0,kb,354
relu2,7.877721,ms,11.033756000000007,ms,8.591871989250183,ms,13.893024030685424,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.306274999999978,ms,77.21843100000012,ms,56.791103843688965,ms,218.1406401529312,ms,0.0,kb,0.0,kb,207760.0,kb,972817.0,kb,354
norm1,16.26185899999999,ms,49.05834699999989,ms,34.35872015762329,ms,98.67315222358704,ms,0.0,kb,0.0,kb,2608953.0,kb,13044765.0,kb,354
relu1,7.866664000000012,ms,11.065651999999996,ms,19.54681601190567,ms,35.800096178531646,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,20.970274000000032,ms,75.74242900000013,ms,77.14934413146973,ms,299.60483161830905,ms,0.0,kb,0.0,kb,985255.0,kb,3942785.0,kb,354
norm2,16.217200000000012,ms,48.54195999999984,ms,20.686752098083495,ms,57.67212840461731,ms,0.0,kb,0.0,kb,985419.0,kb,4927095.0,kb,354
relu2,8.055966000000009,ms,11.257027000000003,ms,8.759456008911133,ms,14.063488055229188,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.481732000000015,ms,77.65323899999999,ms,56.899135822296145,ms,218.49574445056916,ms,0.0,kb,0.0,kb,207760.0,kb,972817.0,kb,354
norm1,16.050391999999988,ms,48.35156599999992,ms,35.81347227859497,ms,103.05465649604797,ms,0.0,kb,0.0,kb,2745801.0,kb,13729005.0,kb,354
relu1,7.911389999999997,ms,11.111534000000015,ms,20.643616198062897,ms,38.00028819704056,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,21.09454800000004,ms,76.17668800000007,ms,81.87424008655547,ms,318.36633821868895,ms,0.0,kb,0.0,kb,999320.0,kb,3999045.0,kb,354
norm2,16.142385999999995,ms,48.277337000000024,ms,20.66601616668701,ms,57.568256620407105,ms,0.0,kb,0.0,kb,1003169.0,kb,5015845.0,kb,354
relu2,7.916128000000001,ms,11.102457,ms,8.640511974334716,ms,13.974720024108887,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.440215000000013,ms,77.5262020000001,ms,56.88617566204071,ms,218.47318399620056,ms,0.0,kb,0.0,kb,207760.0,kb,972817.0,kb,354
norm1,16.090679000000033,ms,48.41971900000004,ms,37.51078392410278,ms,108.09494431686402,ms,0.0,kb,0.0,kb,2934120.0,kb,14670600.0,kb,354
relu1,7.896155999999999,ms,11.085822,ms,21.71200012588501,ms,40.113856520652774,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,21.035035000000004,ms,75.98385899999991,ms,86.10921594810486,ms,335.36086371898654,ms,0.0,kb,0.0,kb,1013040.0,kb,4053925.0,kb,354
norm2,16.18911800000002,ms,48.42074299999996,ms,20.700256114959718,ms,57.64659248352051,ms,0.0,kb,0.0,kb,1025858.0,kb,5129290.0,kb,354
relu2,7.914532999999991,ms,11.120963999999994,ms,8.626783963680268,ms,13.94374398469925,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.45908199999998,ms,77.74732799999995,ms,56.91612777042389,ms,218.61103997325898,ms,0.0,kb,0.0,kb,207760.0,kb,972817.0,kb,354
norm1,16.11472400000001,ms,48.473721999999974,ms,39.18780813407898,ms,113.14473552131653,ms,0.0,kb,0.0,kb,3128895.0,kb,15644475.0,kb,354
relu1,7.899005000000002,ms,11.083659000000008,ms,22.818272476196288,ms,42.37590456867218,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,21.095457999999986,ms,76.22341399999995,ms,90.87475191783905,ms,354.4179194612503,ms,0.0,kb,0.0,kb,1039578.0,kb,4160077.0,kb,354
norm2,16.119081999999974,ms,48.24606199999993,ms,20.767424284934997,ms,57.928160721778866,ms,0.0,kb,0.0,kb,1043179.0,kb,5215895.0,kb,354
relu2,7.942728999999991,ms,11.137598,ms,8.659775986671448,ms,13.996864024162292,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.420234000000022,ms,77.44816300000011,ms,56.7855997428894,ms,218.02220806980134,ms,0.0,kb,0.0,kb,207760.0,kb,972817.0,kb,354
norm,15.941097999999991,ms,47.64304799999983,ms,40.74940764045715,ms,117.85401636695862,ms,0.0,kb,0.0,kb,3429500.0,kb,17147500.0,kb,354
relu,7.884390000000004,ms,11.070943999999994,ms,23.95910413312912,ms,44.631168568134306,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv,21.29903400000007,ms,76.99615800000008,ms,165.36233574581146,ms,652.3923196668625,ms,0.0,kb,0.0,kb,1667487.0,kb,6671718.0,kb,354
pool,9.074282,ms,11.15246,ms,21.046367912769316,ms,21.046367912769316,ms,0.0,kb,0.0,kb,492669.0,kb,985338.0,kb,354
norm1,15.999552999999983,ms,47.62303799999997,ms,16.872799744606017,ms,46.163455670356754,ms,0.0,kb,0.0,kb,527284.0,kb,2636420.0,kb,354
relu1,8.025822999999999,ms,11.230434999999995,ms,7.930592012405396,ms,12.194271976470947,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,21.217331999999992,ms,75.70870800000007,ms,38.257056224822996,ms,143.89532858657836,ms,0.0,kb,0.0,kb,207760.0,kb,831040.0,kb,354
norm2,16.221551999999992,ms,48.423978000000055,ms,16.252415908813475,ms,44.254688066482544,ms,0.0,kb,0.0,kb,207760.0,kb,1038800.0,kb,354
relu2,7.924068999999992,ms,11.153345999999988,ms,7.833664061546326,ms,11.697344116210937,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.611752999999986,ms,78.154178,ms,36.523936150550846,ms,137.01177610397338,ms,0.0,kb,0.0,kb,51940.0,kb,349537.0,kb,354
norm1,16.035634999999953,ms,47.84837200000001,ms,17.113663994789125,ms,46.79359983921051,ms,0.0,kb,0.0,kb,563515.0,kb,2817575.0,kb,354
relu1,7.8978340000000085,ms,11.083253000000004,ms,7.766080080986023,ms,12.156000064849854,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,18.62434900000003,ms,65.35440399999996,ms,37.30608012866974,ms,140.04710432720185,ms,0.0,kb,0.0,kb,207760.0,kb,831040.0,kb,354
norm2,16.126271999999965,ms,48.215387000000106,ms,16.143263971328736,ms,44.028032110214234,ms,0.0,kb,0.0,kb,207760.0,kb,1038800.0,kb,354
relu2,7.848941000000004,ms,11.024689000000015,ms,7.771776042461395,ms,11.601824057102203,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.377010000000013,ms,77.29402999999982,ms,36.27750401210785,ms,136.03785620117188,ms,0.0,kb,0.0,kb,51940.0,kb,349537.0,kb,354
norm1,16.06005900000001,ms,47.897681000000034,ms,17.376448064804077,ms,47.645887845993045,ms,0.0,kb,0.0,kb,587506.0,kb,2937530.0,kb,354
relu1,7.9706649999999994,ms,11.215171000000007,ms,7.874816065788269,ms,12.422144042015075,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,18.52887300000005,ms,64.99932100000005,ms,39.224224053382876,ms,147.87513639354705,ms,0.0,kb,0.0,kb,207760.0,kb,831040.0,kb,354
norm2,16.243786999999994,ms,48.545889000000095,ms,16.270399971961975,ms,44.34009610080719,ms,0.0,kb,0.0,kb,207760.0,kb,1038800.0,kb,354
relu2,7.8870580000000015,ms,11.064969,ms,7.796960027217865,ms,11.618880026340484,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.40045000000001,ms,77.38381000000017,ms,36.279488081932065,ms,135.99372807979583,ms,0.0,kb,0.0,kb,51940.0,kb,349537.0,kb,354
norm1,15.887605000000017,ms,47.231947000000105,ms,17.663744007110594,ms,48.5219840183258,ms,0.0,kb,0.0,kb,589611.0,kb,2948055.0,kb,354
relu1,7.972414000000007,ms,11.188916999999996,ms,7.972192057609558,ms,12.589440063476562,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,18.53908600000002,ms,65.021828,ms,41.35715178775787,ms,156.34684713077544,ms,0.0,kb,0.0,kb,207760.0,kb,831040.0,kb,354
norm2,16.159512,ms,48.260114,ms,16.193087927818297,ms,44.12342409801483,ms,0.0,kb,0.0,kb,207760.0,kb,1038800.0,kb,354
relu2,7.862504999999995,ms,11.060884000000014,ms,7.781120054244995,ms,11.641728103637695,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.380169,ms,77.35371200000007,ms,36.28067203044891,ms,136.05436816596986,ms,0.0,kb,0.0,kb,51940.0,kb,349537.0,kb,354
norm1,15.776008999999995,ms,47.0311189999999,ms,18.15670401954651,ms,50.168448080062866,ms,0.0,kb,0.0,kb,697960.0,kb,3489800.0,kb,354
relu1,8.062282,ms,11.279490000000012,ms,8.178880015850067,ms,12.892320043087006,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,18.965418000000017,ms,66.64154100000005,ms,43.983359575271606,ms,166.81324835586548,ms,0.0,kb,0.0,kb,207760.0,kb,831040.0,kb,354
norm2,16.189140999999978,ms,48.289573999999845,ms,16.226367941856385,ms,44.24665612888336,ms,0.0,kb,0.0,kb,207760.0,kb,1038800.0,kb,354
relu2,7.888345999999998,ms,11.066683000000003,ms,7.790752048492432,ms,11.625792097091674,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv2,21.28674399999999,ms,76.9054300000001,ms,36.13977596855164,ms,135.50540798091887,ms,0.0,kb,0.0,kb,51940.0,kb,349537.0,kb,354
norm1,15.756783999999996,ms,46.99059800000002,ms,18.886368188858032,ms,52.4083841381073,ms,0.0,kb,0.0,kb,758195.0,kb,3790975.0,kb,354
relu1,7.970707999999997,ms,11.163256999999987,ms,8.186336000442505,ms,13.032000039100646,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
conv1,18.603910000000027,ms,65.26106400000002,ms,45.57235238170624,ms,173.14499187850953,ms,0.0,kb,0.0,kb,207760.0,kb,831040.0,kb,354
norm2,16.12402399999999,ms,48.14680499999998,ms,16.148319950103758,ms,44.01008008384704,ms,0.0,kb,0.0,kb,207760.0,kb,1038800.0,kb,354
relu2,7.868003000000002,ms,11.040754000000005,ms,7.812384041786194,ms,11.646752076148987,ms,0.0,kb,0.0,kb,0.0,kb,0.0,kb,354
